	Ensembl_ID	Gene	Description	Chromosome_Name	Start_Position	End_Position	Strand	Gene_GC_Percent	Biotype	RefSeq_ID	Unigene_ID	Entrez_ID
ENSG00000172746	ENSG00000172746	RPL12P13	ribosomal protein L12 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:51936]	1	26980165	26980975	1	51.79	unprocessed_pseudogene			NA
ENSG00000172748	ENSG00000172748	ZNF596	zinc finger protein 596 [Source:HGNC Symbol;Acc:HGNC:27268]	8	232137	264703	1	40.95	protein_coding	, NM_173539, NM_001287399, NM_001287255, NM_001287256, NM_001042416, NM_001042415, NM_001287254	Hs.591388	169270
ENSG00000172752	ENSG00000172752	COL6A5	collagen type VI alpha 5 chain [Source:HGNC Symbol;Acc:HGNC:26674]	3	130345516	130484844	1	38.71	protein_coding	, NM_001278298, NM_153264	Hs.205403	256076
ENSG00000172757	ENSG00000172757	CFL1	cofilin 1 [Source:HGNC Symbol;Acc:HGNC:1874]	11	65823022	65862026	-1	50.18	protein_coding	, NM_005507		1072
ENSG00000172765	ENSG00000172765	TMCC1	transmembrane and coiled-coil domain family 1 [Source:HGNC Symbol;Acc:HGNC:29116]	3	129647792	129893576	-1	39.37	protein_coding	NM_001349273, NM_015008, NM_001349268, NM_001349266, NM_001349265, NM_001349263, NM_001349264, NM_001017395, , NM_001349269, NM_001349270, NM_001128224	Hs.477547	23023
ENSG00000172766	ENSG00000172766	NAA16	N(alpha)-acetyltransferase 16, NatA auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:26164]	13	41311205	41377030	1	37.34	protein_coding	NM_024561, NM_001110798, NM_018527, 		79612
ENSG00000172769	ENSG00000172769	OR5B3	olfactory receptor family 5 subfamily B member 3 [Source:HGNC Symbol;Acc:HGNC:8324]	11	58402464	58406874	-1	36.91	protein_coding	, NM_001005469	Hs.553826	441608
ENSG00000172771	ENSG00000172771	EFCAB12	EF-hand calcium binding domain 12 [Source:HGNC Symbol;Acc:HGNC:28061]	3	129401321	129428651	-1	49.22	protein_coding	NM_207307, 	Hs.652347	90288
ENSG00000172772	ENSG00000172772	OR10W1	olfactory receptor family 10 subfamily W member 1 [Source:HGNC Symbol;Acc:HGNC:15139]	11	58266792	58268260	-1	46.9	protein_coding	NM_207374	Hs.531507	81341
ENSG00000172775	ENSG00000172775	FAM192A	family with sequence similarity 192 member A [Source:HGNC Symbol;Acc:HGNC:29856]	16	57152466	57186116	-1	41.93	protein_coding	NM_024946, 	Hs.396740	80011
ENSG00000172780	ENSG00000172780	RAB43	RAB43, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:19983]	3	129087569	129122801	-1	50.78	protein_coding	NM_001204888, NM_198490, NM_001204886, NM_001204885, NM_001204884, NM_001204883, NM_001204887, 		339122
ENSG00000172782	ENSG00000172782	FADS6	fatty acid desaturase 6 [Source:HGNC Symbol;Acc:HGNC:30459]	17	74877299	74893781	-1	53.87	protein_coding	NM_178128, 	Hs.448845	283985
ENSG00000172785	ENSG00000172785	CBWD1	COBW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17134]	9	121038	179147	-1	36.26	protein_coding	NM_018491, , NM_001145355, NM_001145356		55871, 150472
ENSG00000172789	ENSG00000172789	HOXC5	homeobox C5 [Source:HGNC Symbol;Acc:HGNC:5127]	12	54032853	54035358	1	58.82	protein_coding	NM_018953		3222
ENSG00000172794	ENSG00000172794	RAB37	RAB37, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30268]	17	74670578	74747335	1	49.21	protein_coding	, NM_175738, NM_001330471, NM_001163989, NM_001006638, NM_001163990		326624
ENSG00000172795	ENSG00000172795	DCP2	decapping mRNA 2 [Source:HGNC Symbol;Acc:HGNC:24452]	5	112976702	113020970	1	37.79	protein_coding	NM_001242377, , NM_152624	Hs.627242	167227
ENSG00000172799	ENSG00000172799	ZBTB8OSP2	zinc finger and BTB domain containing 8 opposite strand pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:30326]	2	231433923	231434426	-1	42.46	processed_pseudogene			NA
ENSG00000172803	ENSG00000172803	SNX32	sorting nexin 32 [Source:HGNC Symbol;Acc:HGNC:26423]	11	65833641	65856896	1	49.57	protein_coding	NM_152760, 	Hs.738753	254122
ENSG00000172809	ENSG00000172809	RPL38	ribosomal protein L38 [Source:HGNC Symbol;Acc:HGNC:10349]	17	74203582	74210655	1	48.98	protein_coding	NM_001035258, , NM_000999		6169
ENSG00000172817	ENSG00000172817	CYP7B1	cytochrome P450 family 7 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2652]	8	64587763	64798761	-1	37.55	protein_coding	, NM_004820	Hs.667720	9420
ENSG00000172818	ENSG00000172818	OVOL1	ovo like transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:8525]	11	65787022	65797219	1	60.16	protein_coding	NM_004561, 	Hs.134434, Hs.692307	5017
ENSG00000172819	ENSG00000172819	RARG	retinoic acid receptor gamma [Source:HGNC Symbol;Acc:HGNC:9866]	12	53210567	53232980	-1	56.33	protein_coding	NM_000966, NM_001042728, NM_001243732, , NM_001243731, NM_001243730	Hs.1497	5916
ENSG00000172824	ENSG00000172824	CES4A	carboxylesterase 4A [Source:HGNC Symbol;Acc:HGNC:26741]	16	66988589	67009758	1	51.15	protein_coding	NM_173815, , NM_001190201, NM_001318506, NM_001190202	Hs.346947	283848
ENSG00000172828	ENSG00000172828	CES3	carboxylesterase 3 [Source:HGNC Symbol;Acc:HGNC:1865]	16	66961237	66975148	1	55.03	protein_coding	NM_024922, NM_001185177, , NM_001185176	Hs.268700	23491
ENSG00000172830	ENSG00000172830	SSH3	slingshot protein phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:30581]	11	67303448	67312607	1	61.26	protein_coding	NM_017857, 	Hs.29173	54961
ENSG00000172831	ENSG00000172831	CES2	carboxylesterase 2 [Source:HGNC Symbol;Acc:HGNC:1864]	16	66934444	66945096	1	55.49	protein_coding	NM_198061, , NM_003869	Hs.706454	8824
ENSG00000172840	ENSG00000172840	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:30263]	16	66878589	66895754	1	48.25	protein_coding	, NM_001329929, NM_001329930, NM_001329931, NM_001329932, NM_001329928, NM_001329933, NM_001329934, NM_020786	Hs.632214	57546
ENSG00000172845	ENSG00000172845	SP3	Sp3 transcription factor [Source:HGNC Symbol;Acc:HGNC:11208]	2	173906459	173965702	-1	37.7	protein_coding	NM_001172712, NM_003111, NM_001017371, 	Hs.531587	6670
ENSG00000172850	ENSG00000172850	LSM2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:13940]	CHR_HSCHR6_MHC_QBL_CTG1	31787629	31797209	-1	48.17	protein_coding	, NM_021177		57819
ENSG00000172867	ENSG00000172867	KRT2	keratin 2 [Source:HGNC Symbol;Acc:HGNC:6439]	12	52644558	52652164	-1	49.9	protein_coding	NM_000423, 	Hs.707	3849
ENSG00000172869	ENSG00000172869	DMXL1	Dmx like 1 [Source:HGNC Symbol;Acc:HGNC:2937]	5	119037772	119249138	1	37.58	protein_coding	, NM_001349240, NM_005509, NM_001290322, NM_001349239, NM_001290321		1657
ENSG00000172878	ENSG00000172878	METAP1D	methionyl aminopeptidase type 1D, mitochondrial [Source:HGNC Symbol;Acc:HGNC:32583]	2	171999583	172082430	1	40.05	protein_coding	NM_199227, NM_001322279, NM_001322278, 		254042
ENSG00000172888	ENSG00000172888	ZNF621	zinc finger protein 621 [Source:HGNC Symbol;Acc:HGNC:24787]	3	40524878	40574685	1	41.97	protein_coding	NM_001098414, NM_198484, , NM_001287245		285268
ENSG00000172889	ENSG00000172889	EGFL7	EGF like domain multiple 7 [Source:HGNC Symbol;Acc:HGNC:20594]	9	136658856	136672678	1	67.31	protein_coding	, NM_201446, NM_016215	Hs.91481	51162
ENSG00000172890	ENSG00000172890	NADSYN1	NAD synthetase 1 [Source:HGNC Symbol;Acc:HGNC:29832]	11	71453109	71524107	1	49.97	protein_coding	, NM_018161	Hs.556986, Hs.639513	55191
ENSG00000172893	ENSG00000172893	DHCR7	7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860]	11	71428193	71452868	-1	51.71	protein_coding	, NM_001163817, NM_001360	Hs.503134	1717
ENSG00000172900	ENSG00000172900	FLJ42102	uncharacterized LOC399923 [Source:NCBI gene;Acc:399923]	11	71382601	71423423	-1	49.7	transcribed_unitary_pseudogene		Hs.128191	399923
ENSG00000172901	ENSG00000172901	LVRN	laeverin [Source:HGNC Symbol;Acc:HGNC:26904]	5	115962454	116027619	1	37.71	protein_coding	, NM_173800	Hs.98288	206338
ENSG00000172912	ENSG00000172912	COX6B1P3	cytochrome c oxidase subunit 6B1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:2283]	22	40569286	40569895	1	48.03	processed_pseudogene			NA
ENSG00000172915	ENSG00000172915	NBEA	neurobeachin [Source:HGNC Symbol;Acc:HGNC:7648]	13	34942287	35673022	1	35.01	protein_coding	, NM_015678, NM_001204197	Hs.491172, Hs.666416	26960
ENSG00000172922	ENSG00000172922	RNASEH2C	ribonuclease H2 subunit C [Source:HGNC Symbol;Acc:HGNC:24116]	11	65714896	65720947	-1	55.83	protein_coding	, NM_032193	Hs.718438	84153
ENSG00000172927	ENSG00000172927	MYEOV	myeloma overexpressed [Source:HGNC Symbol;Acc:HGNC:7563]	11	69294138	69367726	1	49.11	protein_coding	NM_001293291, , NM_001293294, NM_138768, NM_001300924, NM_001300923, NM_001293296	Hs.523848	26579
ENSG00000172932	ENSG00000172932	ANKRD13D	ankyrin repeat domain 13D [Source:HGNC Symbol;Acc:HGNC:27880]	11	67288547	67302485	1	53.51	protein_coding	, NM_001347901, NM_207354		338692
ENSG00000172935	ENSG00000172935	MRGPRF	MAS related GPR family member F [Source:HGNC Symbol;Acc:HGNC:24828]	11	69004395	69013409	-1	60.12	protein_coding	NM_145015, , NM_001098515	Hs.118513	116535
ENSG00000172936	ENSG00000172936	MYD88	myeloid differentiation primary response 88 [Source:HGNC Symbol;Acc:HGNC:7562]	3	38138478	38143022	1	54.39	protein_coding	NM_002468, NM_001172569, NM_001172568, , NM_001172566, NM_001172567	Hs.82116	4615
ENSG00000172938	ENSG00000172938	MRGPRD	MAS related GPR family member D [Source:HGNC Symbol;Acc:HGNC:29626]	11	68980021	68980986	-1	59.73	protein_coding	NM_198923	Hs.527802	116512
ENSG00000172939	ENSG00000172939	OXSR1	oxidative stress responsive 1 [Source:HGNC Symbol;Acc:HGNC:8508]	3	38165089	38255488	1	38.67	protein_coding	, NM_005109	Hs.475970	9943
ENSG00000172940	ENSG00000172940	SLC22A13	solute carrier family 22 member 13 [Source:HGNC Symbol;Acc:HGNC:8494]	3	38265812	38278315	1	49.78	protein_coding	NM_004256, 	Hs.225941	9390
ENSG00000172943	ENSG00000172943	PHF8	PHD finger protein 8 [Source:HGNC Symbol;Acc:HGNC:20672]	X	53936676	54048958	-1	43.07	protein_coding	NM_015107, NM_001184896, , NM_001184898, NM_001184897	Hs.133352	23133
ENSG00000172954	ENSG00000172954	LCLAT1	lysocardiolipin acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26756]	2	30447226	30644225	1	37.54	protein_coding	, NM_001002257, NM_001304446, NM_182551, NM_001304445	Hs.468048	253558
ENSG00000172955	ENSG00000172955	ADH6	alcohol dehydrogenase 6 (class V) [Source:HGNC Symbol;Acc:HGNC:255]	4	99202638	99219537	-1	37.38	protein_coding	, NM_001102470, NM_000672	Hs.586161	130
ENSG00000172965	ENSG00000172965	MIR4435-2HG	MIR4435-2 host gene [Source:HGNC Symbol;Acc:HGNC:35163]	2	111196350	111495100	-1	44.65	lincRNA		Hs.652426	112597, 541471
ENSG00000172967	ENSG00000172967	XKR3	XK related 3 [Source:HGNC Symbol;Acc:HGNC:28778]	22	16783412	16821699	-1	35.87	protein_coding	NM_175878, NM_001318251	Hs.356069	150165
ENSG00000172969	ENSG00000172969	FRG2C	FSHD region gene 2 family member C [Source:HGNC Symbol;Acc:HGNC:33626]	3	75664330	75667220	1	44.34	protein_coding	NM_001124759, 	Hs.274541, Hs.722640	100288801
ENSG00000172971	ENSG00000172971	UNC93B3	unc-93 homolog B3 pseudogene (C. elegans) [Source:HGNC Symbol;Acc:HGNC:13483]	3	75619506	75623849	-1	57.57	unprocessed_pseudogene			NA
ENSG00000172974	ENSG00000172974	AC007318.1		2	65205108	65205988	1	45.06	processed_pseudogene			NA
ENSG00000172977	ENSG00000172977	KAT5	lysine acetyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:5275]	11	65711996	65719604	1	55.16	protein_coding	NM_006388, NM_182709, NM_001206833, NM_182710, 	Hs.397010	10524
ENSG00000172985	ENSG00000172985	SH3RF3	SH3 domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:24699]	2	109129348	109504632	1	48.6	protein_coding	NM_001099289	Hs.535157	344558
ENSG00000172986	ENSG00000172986	GXYLT2	glucoside xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:33383]	3	72888073	72998138	1	43.26	protein_coding	NM_001080393, 		727936
ENSG00000172987	ENSG00000172987	HPSE2	heparanase 2 (inactive) [Source:HGNC Symbol;Acc:HGNC:18374]	10	98457077	99235862	-1	38.42	protein_coding	NM_021828, NM_001166244, NM_001166245, NM_001166246, 		60495
ENSG00000172992	ENSG00000172992	DCAKD	dephospho-CoA kinase domain containing [Source:HGNC Symbol;Acc:HGNC:26238]	17	45023340	45061109	-1	51.25	protein_coding	, NM_001128631, NM_001288655, NM_024819, NM_001321326, NM_001288654	Hs.463148	79877
ENSG00000172995	ENSG00000172995	ARPP21	cAMP regulated phosphoprotein 21 [Source:HGNC Symbol;Acc:HGNC:16968]	3	35638945	35794496	1	36.61	protein_coding	, NM_001267616, NM_001267617, NM_016300, NM_001267618, NM_001025069, NM_001025068, NM_001267619, NM_198399		10777
ENSG00000173011	ENSG00000173011	TADA2B	transcriptional adaptor 2B [Source:HGNC Symbol;Acc:HGNC:30781]	4	7041899	7057952	1	56.73	protein_coding	, NM_152293	Hs.518614	93624
ENSG00000173013	ENSG00000173013	CCDC96	coiled-coil domain containing 96 [Source:HGNC Symbol;Acc:HGNC:26900]	4	7040849	7042939	-1	57.44	protein_coding	NM_153376	Hs.656757	257236
ENSG00000173020	ENSG00000173020	GRK2	G protein-coupled receptor kinase 2 [Source:HGNC Symbol;Acc:HGNC:289]	11	67266410	67286556	1	61.02	protein_coding	NM_001619, 	Hs.83636	156
ENSG00000173039	ENSG00000173039	RELA	RELA proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9955]	11	65653596	65663094	-1	55.62	protein_coding	NM_001243984, NM_021975, , NM_001145138, NM_001243985	Hs.502875	5970
ENSG00000173040	ENSG00000173040	EVC2	EvC ciliary complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19747]	4	5542772	5709548	-1	45.06	protein_coding	, NM_147127, NM_001166136	Hs.87306	132884
ENSG00000173041	ENSG00000173041	ZNF680	zinc finger protein 680 [Source:HGNC Symbol;Acc:HGNC:26897]	7	64519884	64563106	-1	38.98	protein_coding	NM_178558, , NM_001130022	Hs.520886	340252
ENSG00000173064	ENSG00000173064	HECTD4	HECT domain E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:HGNC:26611]	12	112160188	112382439	-1	43.29	protein_coding	, NM_001109662	Hs.530943, Hs.728432	283450
ENSG00000173065	ENSG00000173065	FAM222B	family with sequence similarity 222 member B [Source:HGNC Symbol;Acc:HGNC:25563]	17	28755978	28855232	-1	45.72	protein_coding	NM_001288639, NM_001288640, NM_018182, NM_001288631, NM_001288633, NM_001288635, NM_001077498, , NM_001288634, NM_001288636, NM_001288632, NM_001288638, NM_001288637	Hs.564533	55731
ENSG00000173068	ENSG00000173068	BNC2	basonuclin 2 [Source:HGNC Symbol;Acc:HGNC:30988]	9	16409503	16870843	-1	38.9	protein_coding	NM_001317940, NM_017637, , NM_001317939	Hs.656581	54796
ENSG00000173077	ENSG00000173077	DEC1	deleted in esophageal cancer 1 [Source:HGNC Symbol;Acc:HGNC:23658]	9	115141818	115402644	1	40	protein_coding	NM_017418, 	Hs.148841	50514
ENSG00000173080	ENSG00000173080	RXFP4	relaxin/insulin like family peptide receptor 4 [Source:HGNC Symbol;Acc:HGNC:14666]	1	155941710	155942949	1	61.69	protein_coding	NM_181885	Hs.449914	339403
ENSG00000173083	ENSG00000173083	HPSE	heparanase [Source:HGNC Symbol;Acc:HGNC:5164]	4	83292461	83335153	-1	41.22	protein_coding	NM_001098540, NM_006665, , NM_001166498, NM_001199830	Hs.44227	10855
ENSG00000173085	ENSG00000173085	COQ2	coenzyme Q2, polyprenyltransferase [Source:HGNC Symbol;Acc:HGNC:25223]	4	83261536	83284914	-1	39.35	protein_coding	, NM_015697	Hs.729069	27235
ENSG00000173093	ENSG00000173093	CCDC63	coiled-coil domain containing 63 [Source:HGNC Symbol;Acc:HGNC:26669]	12	110846769	110907535	1	47.84	protein_coding	, NM_001286243, NM_152591, NM_001286244	Hs.437141	160762
ENSG00000173110	ENSG00000173110	HSPA6	heat shock protein family A (Hsp70) member 6 [Source:HGNC Symbol;Acc:HGNC:5239]	1	161524540	161526910	1	58.41	protein_coding	NM_002155	Hs.662180	3310
ENSG00000173113	ENSG00000173113	TRMT112	tRNA methyltransferase subunit 11-2 [Source:HGNC Symbol;Acc:HGNC:26940]	11	64316460	64318084	-1	56.49	protein_coding	, NM_016404, NM_001286082, NM_001286084		51504
ENSG00000173114	ENSG00000173114	LRRN3	leucine rich repeat neuronal 3 [Source:HGNC Symbol;Acc:HGNC:17200]	7	111091006	111125454	1	34.94	protein_coding	NM_001099658, NM_018334, , NM_001099660	Hs.3781	54674
ENSG00000173120	ENSG00000173120	KDM2A	lysine demethylase 2A [Source:HGNC Symbol;Acc:HGNC:13606]	11	67119269	67258087	1	42.99	protein_coding	, NM_012308, NM_001256405	Hs.124147	22992
ENSG00000173124	ENSG00000173124	ACSM6	acyl-CoA synthetase medium chain family member 6 [Source:HGNC Symbol;Acc:HGNC:31665]	10	95194200	95228928	1	39.78	protein_coding	, NM_207321	Hs.134229	142827
ENSG00000173137	ENSG00000173137	ADCK5	aarF domain containing kinase 5 [Source:HGNC Symbol;Acc:HGNC:21738]	8	144373101	144393242	1	57.52	protein_coding	, NM_174922	Hs.283374	203054
ENSG00000173141	ENSG00000173141	MRPL57	mitochondrial ribosomal protein L57 [Source:HGNC Symbol;Acc:HGNC:14514]	13	21176645	21179084	1	50	protein_coding	NM_024026		78988
ENSG00000173145	ENSG00000173145	NOC3L	NOC3 like DNA replication regulator [Source:HGNC Symbol;Acc:HGNC:24034]	10	94333226	94362959	-1	37.01	protein_coding	NM_022451, 	Hs.74899	64318
ENSG00000173153	ENSG00000173153	ESRRA	estrogen related receptor alpha [Source:HGNC Symbol;Acc:HGNC:3471]	11	64305572	64316743	1	57.05	protein_coding	NM_001282451, NM_004451, , NM_001282450	Hs.110849	2101
ENSG00000173156	ENSG00000173156	RHOD	ras homolog family member D [Source:HGNC Symbol;Acc:HGNC:670]	11	67056818	67072013	1	55.63	protein_coding	NM_014578, , NM_001300886	Hs.15114	29984
ENSG00000173157	ENSG00000173157	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20 [Source:HGNC Symbol;Acc:HGNC:17178]	12	43353866	43551921	-1	35.33	protein_coding	NM_025003, 	Hs.287554	80070
ENSG00000173163	ENSG00000173163	COMMD1	copper metabolism domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23024]	2	61888724	62147247	1	41.05	protein_coding	, NM_001321782, NM_001321781, NM_152516		150684
ENSG00000173166	ENSG00000173166	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]	2	203394345	203535410	-1	39.16	protein_coding	, NM_213589, NM_203365	Hs.471162	65059
ENSG00000173171	ENSG00000173171	MTX1	metaxin 1 [Source:HGNC Symbol;Acc:HGNC:7504]	1	155208699	155213824	1	55.87	protein_coding	NM_002455, NM_198883, 	Hs.490874	4580
ENSG00000173175	ENSG00000173175	ADCY5	adenylate cyclase 5 [Source:HGNC Symbol;Acc:HGNC:236]	3	123282296	123449758	-1	51.27	protein_coding	NM_183357, , NM_001199642		111
ENSG00000173193	ENSG00000173193	PARP14	poly(ADP-ribose) polymerase family member 14 [Source:HGNC Symbol;Acc:HGNC:29232]	3	122680618	122730840	1	40.97	protein_coding	NM_017554, 	Hs.518203	54625
ENSG00000173198	ENSG00000173198	CYSLTR1	cysteinyl leukotriene receptor 1 [Source:HGNC Symbol;Acc:HGNC:17451]	X	78271464	78327691	-1	38.17	protein_coding	NM_006639, NM_001282187, NM_001282188, , NM_001282186		10800
ENSG00000173200	ENSG00000173200	PARP15	poly(ADP-ribose) polymerase family member 15 [Source:HGNC Symbol;Acc:HGNC:26876]	3	122577602	122639047	1	40.52	protein_coding	NM_001113523, NM_001308320, , NM_152615, NM_001308321	Hs.120250	165631
ENSG00000173207	ENSG00000173207	CKS1B	CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol;Acc:HGNC:19083]	1	154974653	154979249	1	44.4	protein_coding	, NM_001826		1163
ENSG00000173208	ENSG00000173208	ABCD2	ATP binding cassette subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:66]	12	39550033	39619751	-1	34.95	protein_coding	NM_005164		225
ENSG00000173209	ENSG00000173209	AHSA2	activator of HSP90 ATPase homolog 2 [Source:HGNC Symbol;Acc:HGNC:20437]	2	61177418	61191203	1	44.61	protein_coding	NM_001321301, NM_001321304, NM_152392, NM_001321302, NM_001321300, NM_001321303, , NM_001321305	Hs.690865	130872
ENSG00000173210	ENSG00000173210	ABLIM3	actin binding LIM protein family member 3 [Source:HGNC Symbol;Acc:HGNC:29132]	5	149141483	149260542	1	44.42	protein_coding	NM_001345859, NM_001301027, NM_014945, NM_001301015, , NM_001301028, NM_001301018	Hs.49688	22885
ENSG00000173212	ENSG00000173212	MAB21L3	mab-21 like 3 [Source:HGNC Symbol;Acc:HGNC:26787]	1	116111755	116135240	1	43.49	protein_coding	NM_152367, 	Hs.376194	126868
ENSG00000173213	ENSG00000173213	TUBB8P12	tubulin beta 8 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:24983]	18	47390	49557	-1	60.93	transcribed_unprocessed_pseudogene			NA
ENSG00000173214	ENSG00000173214	MFSD4B	major facilitator superfamily domain containing 4B [Source:HGNC Symbol;Acc:HGNC:21053]	6	111259348	111271167	1	43.27	protein_coding	NM_153369		91749
ENSG00000173218	ENSG00000173218	VANGL1	VANGL planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:15512]	1	115641953	115698224	1	45.32	protein_coding	, NM_001172412, NM_138959, NM_001172411	Hs.515130	81839
ENSG00000173221	ENSG00000173221	GLRX	glutaredoxin [Source:HGNC Symbol;Acc:HGNC:4330]	5	95751319	95823005	-1	41.1	protein_coding	, NM_001243659, NM_001118890, NM_001243658, NM_002064	Hs.28988	2745
ENSG00000173226	ENSG00000173226	IQCB1	IQ motif containing B1 [Source:HGNC Symbol;Acc:HGNC:28949]	3	121769763	121835079	-1	36.52	protein_coding	NM_001319107, NM_001023570, NM_001023571, 	Hs.604110	9657
ENSG00000173227	ENSG00000173227	SYT12	synaptotagmin 12 [Source:HGNC Symbol;Acc:HGNC:18381]	11	67006778	67050863	1	53.68	protein_coding	, NM_001177880, NM_001318773, NM_001318775, NM_177963	Hs.287636	91683
ENSG00000173230	ENSG00000173230	GOLGB1	golgin B1 [Source:HGNC Symbol;Acc:HGNC:4429]	3	121663199	121749767	-1	38.07	protein_coding	NM_004487, NM_001256487, NM_001256486, , NM_001256488	Hs.213389	2804
